Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
ERR562614_1 - illumina_universal_adapter	(1, 0.00011671689383664771)	(2, 0.00019452815639441285)	(3, 0.00019452815639441285)	(4, 0.00019452815639441285)	(5, 0.00019452815639441285)	(6, 0.00019452815639441285)	(7, 0.00019452815639441285)	(8, 0.00019452815639441285)	(9, 0.00031124505023106055)	(12, 0.0003968374390446022)	(17, 0.00051355433288125)	(22, 0.0006536146054852271)	(27, 0.01712625888896411)	(32, 0.02787199424819147)	(37, 0.0285256088536767)	(42, 0.02973168342332206)	(47, 0.031902617648683705)	(52, 0.03359112204618721)	(57, 0.03533409432748115)	(62, 0.038462107082303305)	(67, 0.04226707782137802)	(72, 0.04624323333807982)	(77, 0.0529739075493265)	(82, 0.057144591222422714)	(87, 0.06282481338913956)	(92, 0.07378842028352868)	(97, 0.08260443633132347)	(102, 0.09564560393600491)	(107, 0.1142658390660781)	(112, 0.1318900900354119)	(117, 0.1725464747218442)	(122, 0.2316596908869784)	(127, 0.32688511400517134)	(132, 2.9722968561915586)	(137, 4.361476888887852)	(140, 5.542340609464495)
ERR562614_2 - illumina_universal_adapter	(1, 0.0003501506815099431)	(2, 0.0003890563127888257)	(3, 0.0003890563127888257)	(4, 0.0003890563127888257)	(5, 0.0003890563127888257)	(6, 0.0003890563127888257)	(7, 0.0003890563127888257)	(8, 0.0003890563127888257)	(9, 0.00046686757534659083)	(12, 0.0007080824892756628)	(17, 0.0008637050143911931)	(22, 0.0009959841607393937)	(27, 0.018480174857469223)	(32, 0.029941773832228024)	(37, 0.030743229836573006)	(42, 0.03205824017379923)	(47, 0.034851664499623)	(52, 0.03807305076951448)	(57, 0.04071085257022272)	(62, 0.04508384552596913)	(67, 0.049596898754319496)	(72, 0.05390764270001969)	(77, 0.061307493769263144)	(82, 0.06610066754282148)	(87, 0.07194429336090964)	(92, 0.0826589042151139)	(97, 0.09149826364167603)	(102, 0.10436824646873037)	(107, 0.1219847163118084)	(112, 0.1390798506957494)	(117, 0.17865465883262874)	(122, 0.23583815568633035)	(127, 0.3320517818390069)	(132, 3.170801168102673)	(137, 4.670364257863411)	(140, 6.246960497556337)
ERR562616_1 - illumina_universal_adapter	(1, 7.952570867347142e-05)	(2, 7.952570867347142e-05)	(3, 7.952570867347142e-05)	(4, 7.952570867347142e-05)	(5, 7.952570867347142e-05)	(6, 7.952570867347142e-05)	(7, 7.952570867347142e-05)	(8, 7.952570867347142e-05)	(9, 0.00019881427168367855)	(12, 0.00027833998035714996)	(17, 0.0003260554055612328)	(22, 0.0007634468032653257)	(27, 0.004405724260510316)	(32, 0.006632444103367515)	(37, 0.006831258375051194)	(42, 0.0070459777884695676)	(47, 0.007109598355408345)	(52, 0.00726069720188794)	(57, 0.007316365197959371)	(62, 0.007642420603520603)	(67, 0.008230910847704293)	(72, 0.008588776536734913)	(77, 0.009002310221836965)	(82, 0.009328365627398198)	(87, 0.009924808442449232)	(92, 0.010338342127551284)	(97, 0.011690279175000297)	(102, 0.013718184746173817)	(107, 0.0168355925261739)	(112, 0.02259325383413323)	(117, 0.039635613202858154)	(122, 0.09232934776990032)	(127, 0.19679431868337235)	(132, 1.8932367361058646)	(137, 2.8714745259273693)	(140, 3.3692656993689636)
ERR562616_2 - illumina_universal_adapter	(1, 0.00015905141734694284)	(2, 0.00015905141734694284)	(3, 0.00015905141734694284)	(4, 0.00015905141734694284)	(5, 0.00015905141734694284)	(6, 0.00015905141734694284)	(7, 0.00015905141734694284)	(8, 0.00015905141734694284)	(9, 0.00027833998035714996)	(12, 0.00035786568903062137)	(17, 0.00040558111423470423)	(22, 0.0008747827954081854)	(27, 0.004525012823520523)	(32, 0.006743780095510377)	(37, 0.006902831512857319)	(42, 0.007173218922347122)	(47, 0.007356128052296106)	(52, 0.007618562890918562)	(57, 0.0077537565956634635)	(62, 0.007833282304336935)	(67, 0.00801619143428592)	(72, 0.008389962265051235)	(77, 0.00884325880449002)	(82, 0.009272697631326767)	(87, 0.00995661872591862)	(92, 0.010457630690561492)	(97, 0.01193680887188806)	(102, 0.014004477297398316)	(107, 0.016875355380510635)	(112, 0.02217176757816383)	(117, 0.03778266419076627)	(122, 0.08609453220990015)	(127, 0.1682048264152594)	(132, 1.3952626535343213)	(137, 2.096687356605207)	(140, 2.414440278180929)
ERR562619_1 - illumina_universal_adapter	(1, 8.616689579880375e-05)	(2, 8.616689579880375e-05)	(3, 8.616689579880375e-05)	(4, 8.616689579880375e-05)	(5, 8.616689579880375e-05)	(6, 8.616689579880375e-05)	(7, 8.616689579880375e-05)	(8, 8.616689579880375e-05)	(9, 0.0003877510310946168)	(12, 0.00043083447899401877)	(17, 0.0005342347539525832)	(22, 0.0006462517184910281)	(27, 0.0034208257632125086)	(32, 0.005187247127087986)	(37, 0.00529064740204655)	(42, 0.005342347539525833)	(47, 0.005402664366584995)	(52, 0.00550606464154356)	(57, 0.005609464916502124)	(62, 0.005954132499697339)	(67, 0.006359116909951716)	(72, 0.006514217322389564)	(77, 0.006652084355667649)	(82, 0.006824418147265257)	(87, 0.007272486005419037)	(92, 0.007522370003235568)	(97, 0.007953204482229585)	(102, 0.008737323233998699)	(107, 0.00966792570862578)	(112, 0.011115529558045682)	(117, 0.013597136157051232)	(122, 0.01949956851926929)	(127, 0.03232981930371116)	(132, 1.3582401617869635)	(137, 2.028067142968544)	(140, 2.646917788595553)
ERR562619_2 - illumina_universal_adapter	(1, 0.00021541723949700936)	(2, 0.00021541723949700936)	(3, 0.00021541723949700936)	(4, 0.00021541723949700936)	(5, 0.00021541723949700936)	(6, 0.00021541723949700936)	(7, 0.00021541723949700936)	(8, 0.00021541723949700936)	(9, 0.0004739179268934206)	(12, 0.0005170013747928224)	(17, 0.000620401649751387)	(22, 0.0007238019247099515)	(27, 0.0035673094860704745)	(32, 0.005376814297845353)	(37, 0.005506064641543561)	(42, 0.005557764779022842)	(47, 0.005635314985241764)	(52, 0.00576456532893997)	(57, 0.0058679656038985355)	(62, 0.006031682705916262)	(67, 0.0061006162225553055)	(72, 0.006264333324573032)	(77, 0.006350500220371836)	(82, 0.006557300770288965)	(87, 0.007039835386762267)	(92, 0.00735003621163796)	(97, 0.007841187517691141)	(102, 0.008539139373661452)	(107, 0.009374958262909848)	(112, 0.010770861974850467)	(117, 0.01333001878007494)	(122, 0.019197984383973472)	(127, 0.03215748551211356)	(132, 1.2564167410215172)	(137, 1.8766288236021467)	(140, 2.5145654366485903)
ERR562638_1 - illumina_universal_adapter	(1, 4.937340215327282e-05)	(2, 9.874680430654563e-05)	(3, 0.00014812020645981844)	(4, 0.00014812020645981844)	(5, 0.00014812020645981844)	(6, 0.00014812020645981844)	(7, 0.00014812020645981844)	(8, 0.00014812020645981844)	(9, 0.00039498721722618254)	(12, 0.00044436061937945537)	(17, 0.0006221048671312374)	(22, 0.001056590806080038)	(27, 0.008008365829260851)	(32, 0.01240259862090213)	(37, 0.012629716270807187)	(42, 0.012708713714252423)	(47, 0.012787711157697659)	(52, 0.012916082003296168)	(57, 0.013133324972770569)	(62, 0.013370317303106278)	(67, 0.014002296850668169)	(72, 0.014180041098419952)	(77, 0.01458490299607679)	(82, 0.01499963957416428)	(87, 0.015789614008616646)	(92, 0.016589463123499664)	(97, 0.018357030920586832)	(102, 0.020509711254469525)	(107, 0.02348199006409655)	(112, 0.02838970623813187)	(117, 0.04148353248917982)	(122, 0.0813476173877323)	(127, 0.16929152130314182)	(132, 1.0374832994467218)	(137, 1.6672805426334392)	(140, 1.846861480945323)
ERR562638_2 - illumina_universal_adapter	(1, 0.0002962404129196369)	(2, 0.0003456138150729097)	(3, 0.0003456138150729097)	(4, 0.0003456138150729097)	(5, 0.0003456138150729097)	(6, 0.0003456138150729097)	(7, 0.0003456138150729097)	(8, 0.0003456138150729097)	(9, 0.0005924808258392737)	(12, 0.0006616035888538557)	(17, 0.000947969321342838)	(22, 0.0013528312189996753)	(27, 0.008274982200888525)	(32, 0.012698839033821768)	(37, 0.012955580725018786)	(42, 0.013074076890186642)	(47, 0.013212322416215805)	(52, 0.013429565385690206)	(57, 0.01365668303559526)	(62, 0.013725805798609842)	(67, 0.01402204621152948)	(72, 0.014219539820142572)	(77, 0.014663900439522027)	(82, 0.015078637017609517)	(87, 0.01588836081292319)	(92, 0.016668460566944904)	(97, 0.01812991327068178)	(102, 0.01984810766561567)	(107, 0.02205016140165164)	(112, 0.02583216400659234)	(117, 0.036151205056626355)	(122, 0.0668713358763927)	(127, 0.12347300410490465)	(132, 0.6082309411261677)	(137, 0.9648846489205493)	(140, 1.059108849589855)
ERR562643_1 - illumina_universal_adapter	(1, 0.0003335020606721771)	(2, 0.0017045660878800164)	(3, 0.0017045660878800164)	(4, 0.0017045660878800164)	(5, 0.0017045660878800164)	(6, 0.0017045660878800164)	(7, 0.0017045660878800164)	(8, 0.001778677656918278)	(9, 0.001778677656918278)	(12, 0.001912078481187149)	(17, 0.0020010123640330627)	(22, 0.002038068148552193)	(27, 0.0023641590523205444)	(32, 0.0025197933473008935)	(37, 0.002571671445627677)	(42, 0.002868117721780723)	(47, 0.0029274069770113325)	(52, 0.0030311631736648983)	(57, 0.0031275082134146386)	(62, 0.004594917280372218)	(67, 0.006758975096289456)	(72, 0.007085066000057807)	(77, 0.007544557728095029)	(82, 0.007952171357805467)	(87, 0.008300495732285296)	(92, 0.008945266382918173)	(97, 0.010131051487530358)	(102, 0.011057446100508628)	(107, 0.012265464675832291)	(112, 0.013977441920616136)	(117, 0.016993782780473383)	(122, 0.021462710393480553)	(127, 0.030393154462591075)	(132, 0.7681071238263506)	(137, 1.2527004402968316)	(140, 1.5445962661109287)
ERR562643_2 - illumina_universal_adapter	(1, 0.0007781714749017465)	(2, 0.0018898450104756703)	(3, 0.0018898450104756703)	(4, 0.0018898450104756703)	(5, 0.0018898450104756703)	(6, 0.0018898450104756703)	(7, 0.0018898450104756703)	(8, 0.0018898450104756703)	(9, 0.0018898450104756703)	(12, 0.002149235502109586)	(17, 0.002482737562781763)	(22, 0.0025123821903970675)	(27, 0.0028310619372615927)	(32, 0.003001518546049594)	(37, 0.0030533966443763772)	(42, 0.0031275082134146386)	(47, 0.003186797468645248)	(52, 0.0032757313514911617)	(57, 0.0033498429205294235)	(62, 0.003468421430990642)	(67, 0.003690756138105427)	(72, 0.003920502002124038)	(77, 0.004365171416353607)	(82, 0.004832074301294655)	(87, 0.005254510244812746)	(92, 0.005877047424734143)	(97, 0.006973898646500415)	(102, 0.008004049456132251)	(107, 0.009271357286686524)	(112, 0.010857344864105322)	(117, 0.013999675391327612)	(122, 0.01824626829722)	(127, 0.02693214418850426)	(132, 0.714976539982821)	(137, 1.1669014768212365)	(140, 1.4775994077003403)
ERR562646_1 - illumina_universal_adapter	(1, 0.0001233947880509423)	(2, 0.00016452638406792307)	(3, 0.00016452638406792307)	(4, 0.00016452638406792307)	(5, 0.00016452638406792307)	(6, 0.00016452638406792307)	(7, 0.00016452638406792307)	(8, 0.00016452638406792307)	(9, 0.0003701843641528269)	(12, 0.0003866370025596192)	(17, 0.0005182581098139577)	(22, 0.0005922949826445231)	(27, 0.002147069312086396)	(32, 0.0032823013621550655)	(37, 0.003331659277375442)	(42, 0.0034303751078161963)	(47, 0.0034550540654263847)	(52, 0.0035208646190535535)	(57, 0.0035866751726807227)	(62, 0.00453270188107128)	(67, 0.005783102399987496)	(72, 0.005914723507241835)	(77, 0.006293134190598059)	(82, 0.0066221869587339026)	(87, 0.007304971452615784)	(92, 0.007971303308090873)	(97, 0.008777482590023696)	(102, 0.009994977832126327)	(107, 0.011681373268822539)	(112, 0.014132816391434594)	(117, 0.02422651005400167)	(122, 0.04445502897515281)	(127, 0.07734385315033063)	(132, 1.9719227499268885)	(137, 2.8622325983528443)	(140, 4.076429086454913)
ERR562646_2 - illumina_universal_adapter	(1, 0.00032905276813584614)	(2, 0.0003701843641528269)	(3, 0.0003701843641528269)	(4, 0.0003701843641528269)	(5, 0.0003701843641528269)	(6, 0.0003701843641528269)	(7, 0.0003701843641528269)	(8, 0.0003701843641528269)	(9, 0.0005758423442377308)	(12, 0.0006581055362716924)	(17, 0.000806179281932823)	(22, 0.0008802161547633884)	(27, 0.002903890678798842)	(32, 0.00431881758178298)	(37, 0.0043599491777999615)	(42, 0.004483343965850904)	(47, 0.004639644030715431)	(52, 0.004713680903545996)	(57, 0.004795944095579957)	(62, 0.0048946599260207115)	(67, 0.0049193388836309)	(72, 0.005050959990885238)	(77, 0.005478728589461838)	(82, 0.005791328719190891)	(87, 0.006457660574665981)	(92, 0.00709931347253088)	(97, 0.007897266435260307)	(102, 0.009040724804532375)	(107, 0.010702441283618396)	(112, 0.013170337044637243)	(117, 0.022877393704644707)	(122, 0.04293315992252452)	(127, 0.07291809341890351)	(132, 1.8158283430424464)	(137, 2.6361404413667047)	(140, 3.80496055274284)
ERR562647_1 - illumina_universal_adapter	(1, 0.0002285836694601768)	(2, 0.0002612384793830592)	(3, 0.0002612384793830592)	(4, 0.0002612384793830592)	(5, 0.0002612384793830592)	(6, 0.0002612384793830592)	(7, 0.0002612384793830592)	(8, 0.0002938932893059416)	(9, 0.0006204413885347656)	(12, 0.0007510606282262952)	(17, 0.0009469894877635896)	(22, 0.0013127233588998725)	(27, 0.005832149052226797)	(32, 0.008614338857656377)	(37, 0.008849453489101131)	(42, 0.009058444272607578)	(47, 0.009247842170160296)	(52, 0.009345806599928941)	(57, 0.009450301991682166)	(62, 0.010083805304186084)	(67, 0.01093283036218103)	(72, 0.011063449601872558)	(77, 0.011742669648268513)	(82, 0.012526385086417688)	(87, 0.01320560513281364)	(92, 0.013950134799055361)	(97, 0.015060398336433365)	(102, 0.01634699784739493)	(107, 0.01816260527910719)	(112, 0.022721216744341577)	(117, 0.034248364647119056)	(122, 0.05993463813245836)	(127, 0.09565246922610712)	(132, 3.36055220589772)	(137, 5.226206399297792)	(140, 6.033237371731906)
ERR562647_2 - illumina_universal_adapter	(1, 0.0003918577190745888)	(2, 0.0004245125289974712)	(3, 0.0004245125289974712)	(4, 0.0004245125289974712)	(5, 0.0004245125289974712)	(6, 0.0004245125289974712)	(7, 0.0004245125289974712)	(8, 0.0004571673389203536)	(9, 0.0007184058183034129)	(12, 0.0008490250579949423)	(17, 0.0010841396894396957)	(22, 0.0014433425985914022)	(27, 0.006132573303517315)	(32, 0.00911069196848419)	(37, 0.009234780246191144)	(42, 0.009371930447867247)	(47, 0.009469894877635898)	(52, 0.00961357604129658)	(57, 0.009744195280988108)	(62, 0.009881345482664214)	(67, 0.009972778950448288)	(72, 0.010155645886016426)	(77, 0.010828334970427806)	(82, 0.011553271750715794)	(87, 0.012225960835127172)	(92, 0.012924773767476855)	(97, 0.01393707287508621)	(102, 0.015119176994294551)	(107, 0.016536395744947648)	(112, 0.02042884908775523)	(117, 0.030329787456373176)	(122, 0.05171868795586114)	(127, 0.07568078747727225)	(132, 1.893952851679241)	(137, 2.912240851428452)	(140, 3.2390305962507053)
ERR562657_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 5.145960009715573e-05)	(6, 5.145960009715573e-05)	(7, 0.00015437880029146717)	(8, 0.0002058384003886229)	(9, 0.00030875760058293435)	(12, 0.00034992528066065895)	(17, 0.0007307263213796113)	(22, 0.001409993042662067)	(27, 0.009108349217196565)	(32, 0.01429547690698986)	(37, 0.015170290108641507)	(42, 0.01565401034955477)	(47, 0.015952476030118276)	(52, 0.01664203467142016)	(57, 0.01699195995208082)	(62, 0.017588891313207827)	(67, 0.01877246211544241)	(72, 0.01924589043633624)	(77, 0.01967815107715235)	(82, 0.020151579398046182)	(87, 0.020748510759173187)	(92, 0.021180771399989296)	(97, 0.021818870441194026)	(102, 0.023053900843525765)	(107, 0.025719508128558433)	(112, 0.029331972055378762)	(117, 0.03404567142427822)	(122, 0.041188263917763444)	(127, 0.0513875566570197)	(132, 0.4427172315558502)	(137, 0.775022745143243)	(140, 0.8547439576137565)
ERR562657_2 - illumina_universal_adapter	(1, 5.145960009715573e-05)	(2, 5.145960009715573e-05)	(3, 5.145960009715573e-05)	(4, 5.145960009715573e-05)	(5, 5.145960009715573e-05)	(6, 5.145960009715573e-05)	(7, 0.00015437880029146717)	(8, 0.00015437880029146717)	(9, 0.0002572980004857786)	(12, 0.0002984656805635032)	(17, 0.0006483909612241621)	(22, 0.0013482415225454802)	(27, 0.010189000819236833)	(32, 0.016199482110584622)	(37, 0.01717721451243058)	(42, 0.01780502163361588)	(47, 0.018175530754315404)	(52, 0.019050343955967046)	(57, 0.019626691477055196)	(62, 0.02030595819833765)	(67, 0.02138660980037792)	(72, 0.022096752281718667)	(77, 0.022776019003001125)	(82, 0.024638856526518163)	(87, 0.02586359500883047)	(92, 0.02675899205052098)	(97, 0.027870519412619543)	(102, 0.029167301335067862)	(107, 0.032100498540605746)	(112, 0.036443688788805675)	(117, 0.041404394238171494)	(122, 0.048516110971598414)	(127, 0.05835518651017459)	(132, 0.4223495218373959)	(137, 0.7361295793898126)	(140, 0.8098711863290368)
ERR562659_1 - illumina_universal_adapter	(1, 0.00018507180014713207)	(2, 0.0002467624001961761)	(3, 0.0002467624001961761)	(4, 0.0002467624001961761)	(5, 0.00027760770022069813)	(6, 0.00027760770022069813)	(7, 0.00027760770022069813)	(8, 0.00033929830026974215)	(9, 0.0004009889003187862)	(12, 0.000505862920402161)	(17, 0.0005675535204512051)	(22, 0.0006909347205492931)	(27, 0.0024923002419813788)	(32, 0.0036705907029181196)	(37, 0.003972874643158436)	(42, 0.004380032603482126)	(47, 0.004398539783496839)	(52, 0.004410877903506648)	(57, 0.004454061323540978)	(62, 0.00500310766397747)	(67, 0.0058235926446297565)	(72, 0.005977819144752366)	(77, 0.0064713439451447195)	(82, 0.006897009085483121)	(87, 0.00764963440608146)	(92, 0.008192511686513047)	(97, 0.009117870687248708)	(102, 0.010450387648308058)	(107, 0.012825475750196252)	(112, 0.016570095173173226)	(117, 0.09290604367386031)	(122, 0.21075359694754908)	(127, 0.2715990357759212)	(132, 4.629719138120627)	(137, 6.571023616703964)	(140, 7.555463705106594)
ERR562659_2 - illumina_universal_adapter	(1, 0.0005243701004168743)	(2, 0.0005860607004659182)	(3, 0.0005860607004659182)	(4, 0.0005860607004659182)	(5, 0.0006169060004904402)	(6, 0.0006169060004904402)	(7, 0.0006169060004904402)	(8, 0.0006785966005394843)	(9, 0.0007094419005640063)	(12, 0.0008143159206473811)	(17, 0.0009068518207209473)	(22, 0.001042571140828844)	(27, 0.002967317862359018)	(32, 0.004194960803334993)	(37, 0.004225806103359516)	(42, 0.004225806103359516)	(47, 0.004287496703408561)	(52, 0.004318342003433082)	(57, 0.004423216023516456)	(62, 0.0046021187636586846)	(67, 0.004824204923835242)	(72, 0.004996938603972567)	(77, 0.0055028015243747275)	(82, 0.005953142904732749)	(87, 0.006699599165326181)	(92, 0.007217800205738152)	(97, 0.008081468606424768)	(102, 0.0092474209473517)	(107, 0.011412761009073144)	(112, 0.014688531871677384)	(117, 0.08006206074364934)	(122, 0.18060540070358128)	(127, 0.21929774505434171)	(132, 2.7623878580560985)	(137, 3.85189937646226)	(140, 4.23074135136344)
ERR562664_1 - illumina_universal_adapter	(1, 5.5101336868635105e-05)	(2, 5.5101336868635105e-05)	(3, 0.00011020267373727021)	(4, 0.00011020267373727021)	(5, 0.00011020267373727021)	(6, 0.00016530401060590533)	(7, 0.00016530401060590533)	(8, 0.00016530401060590533)	(9, 0.0007163173792922564)	(12, 0.0007163173792922564)	(17, 0.0008706011225244348)	(22, 0.0011791686089887912)	(27, 0.006413795611509126)	(32, 0.009444369139284056)	(37, 0.009830078497364503)	(42, 0.010292929727061037)	(47, 0.010359051331303399)	(52, 0.010436193202919488)	(57, 0.010568436411404213)	(62, 0.011185571384332927)	(67, 0.011990050902615)	(72, 0.012188415715342085)	(77, 0.012959834431502976)	(82, 0.01324636138321988)	(87, 0.013962678762512134)	(92, 0.014634915072309485)	(97, 0.01569286074018728)	(102, 0.016618563199580348)	(107, 0.018701393733214756)	(112, 0.024068263944219813)	(117, 0.03404160591744277)	(122, 0.07125704883851891)	(127, 0.11922827271635264)	(132, 1.3621932095316498)	(137, 2.3762341321925153)	(140, 2.954423480222477)
ERR562664_2 - illumina_universal_adapter	(1, 0.0002755066843431755)	(2, 0.0002755066843431755)	(3, 0.0002755066843431755)	(4, 0.0002755066843431755)	(5, 0.0002755066843431755)	(6, 0.00033060802121181066)	(7, 0.00033060802121181066)	(8, 0.00033060802121181066)	(9, 0.0008265200530295266)	(12, 0.0008265200530295266)	(17, 0.0009587632615142506)	(22, 0.0011240672721201561)	(27, 0.006612160424236213)	(32, 0.00991824063635432)	(37, 0.010116605449081406)	(42, 0.010193747320697494)	(47, 0.010579456678777941)	(52, 0.0111745511169592)	(57, 0.011394956464433743)	(62, 0.011670463148776917)	(67, 0.011824746892009092)	(72, 0.011979030635241273)	(77, 0.012739429084028437)	(82, 0.013092077639987704)	(87, 0.013764313949785048)	(92, 0.01446961106170358)	(97, 0.015560617531702552)	(102, 0.016475299723721894)	(107, 0.018282623573013128)	(112, 0.023043379078463204)	(117, 0.032465707682999806)	(122, 0.06751015793145174)	(127, 0.11076470737333029)	(132, 1.1751902924668758)	(137, 2.056888824236654)	(140, 2.528765652912271)
ERR562665_1 - illumina_universal_adapter	(1, 0.0)	(2, 5.762526291526205e-05)	(3, 5.762526291526205e-05)	(4, 5.762526291526205e-05)	(5, 5.762526291526205e-05)	(6, 5.762526291526205e-05)	(7, 5.762526291526205e-05)	(8, 5.762526291526205e-05)	(9, 0.0001152505258305241)	(12, 0.0002305010516610482)	(17, 0.0005416774714034633)	(22, 0.0009335292592272451)	(27, 0.0024548362001901632)	(32, 0.003376840406834357)	(37, 0.0035497161955801424)	(42, 0.0036419166162445617)	(47, 0.0038032673524072956)	(52, 0.003883942720488662)	(57, 0.004056818509234448)	(62, 0.0041605439824819205)	(67, 0.00440257008672602)	(72, 0.004575445875471806)	(77, 0.004713746506468435)	(82, 0.0048520471374650645)	(87, 0.005359149451119371)	(92, 0.006039127553519463)	(97, 0.006857406286916184)	(102, 0.008113637018468896)	(107, 0.009208517013858877)	(112, 0.011087100584896417)	(117, 0.024214135476993116)	(122, 0.05440977324459042)	(127, 0.15773186965165528)	(132, 6.163137119313108)	(137, 9.159696891117065)	(140, 9.540323277724955)
ERR562665_2 - illumina_universal_adapter	(1, 0.0)	(2, 5.762526291526205e-05)	(3, 5.762526291526205e-05)	(4, 5.762526291526205e-05)	(5, 5.762526291526205e-05)	(6, 5.762526291526205e-05)	(7, 5.762526291526205e-05)	(8, 5.762526291526205e-05)	(9, 5.762526291526205e-05)	(12, 0.00029965136715936265)	(17, 0.0006108277869017778)	(22, 0.0009911545221425071)	(27, 0.00291583830351226)	(32, 0.004149018929898868)	(37, 0.004356469876393811)	(42, 0.0044486702970582305)	(47, 0.004690696401302331)	(52, 0.004805946927132854)	(57, 0.005024922926210851)	(62, 0.005232373872705793)	(67, 0.005624225660529576)	(72, 0.005969977238021148)	(77, 0.006154378079349988)	(82, 0.0063157288155127195)	(87, 0.006811306076583974)	(92, 0.007560434494482381)	(97, 0.008482438701126574)	(102, 0.009450543118102976)	(107, 0.010522373008326851)	(112, 0.01234333131644913)	(117, 0.024363961160572795)	(122, 0.05248508946322068)	(127, 0.14486991096896878)	(132, 5.601936208833953)	(137, 8.320719163281183)	(140, 8.692943786556025)
ERR562667_1 - illumina_universal_adapter	(1, 4.6873249577086106e-05)	(2, 4.6873249577086106e-05)	(3, 4.6873249577086106e-05)	(4, 4.6873249577086106e-05)	(5, 4.6873249577086106e-05)	(6, 4.6873249577086106e-05)	(7, 4.6873249577086106e-05)	(8, 0.0001406197487312583)	(9, 0.0002812394974625166)	(12, 0.0003937352964475232)	(17, 0.0007030987436562916)	(22, 0.0009655889412879739)	(27, 0.002671775225893908)	(32, 0.003806107865659392)	(37, 0.0040123501637985715)	(42, 0.00411547131286816)	(47, 0.00428421501134567)	(52, 0.004509206609315684)	(57, 0.00472482355737028)	(62, 0.0051091842039023855)	(67, 0.005746660398150757)	(72, 0.005896654796797432)	(77, 0.006177894294259949)	(82, 0.006421635192060795)	(87, 0.006777871888846651)	(92, 0.0076215903812342015)	(97, 0.00867155117176093)	(102, 0.010396486756197698)	(107, 0.013002639432683686)	(112, 0.01781183483929272)	(117, 0.02698961710648618)	(122, 0.03691737136691302)	(127, 0.17889644433590685)	(132, 9.344444793389746)	(137, 16.19740762805889)	(140, 17.019161315694618)
ERR562667_2 - illumina_universal_adapter	(1, 9.374649915417221e-05)	(2, 9.374649915417221e-05)	(3, 9.374649915417221e-05)	(4, 9.374649915417221e-05)	(5, 9.374649915417221e-05)	(6, 0.0001406197487312583)	(7, 0.00018749299830834442)	(8, 0.0002812394974625166)	(9, 0.00042185924619377496)	(12, 0.0005062310954325299)	(17, 0.0007312226934025433)	(22, 0.001021836840780477)	(27, 0.003056135872426014)	(32, 0.004556079858892769)	(37, 0.004827944706439869)	(42, 0.005043561654494466)	(47, 0.005427922301026572)	(52, 0.005962277346205353)	(57, 0.006337263342822042)	(62, 0.00644038449189163)	(67, 0.006590378890538308)	(72, 0.006721623989354148)	(77, 0.007059111386309168)	(82, 0.007471595982587525)	(87, 0.007987201727935472)	(92, 0.008952790669223446)	(97, 0.010171495158227685)	(102, 0.012093298390888215)	(107, 0.014793197566528377)	(112, 0.019546145073644904)	(117, 0.027973955347604988)	(122, 0.037301732013445124)	(127, 0.17400287708005904)	(132, 9.054721237753778)	(137, 15.686742323216368)	(140, 16.466947562426967)
ERR562670_1 - illumina_universal_adapter	(1, 3.9046271393452096e-05)	(2, 3.9046271393452096e-05)	(3, 3.9046271393452096e-05)	(4, 3.9046271393452096e-05)	(5, 3.9046271393452096e-05)	(6, 3.9046271393452096e-05)	(7, 3.9046271393452096e-05)	(8, 3.9046271393452096e-05)	(9, 0.0001952313569672605)	(12, 0.0001952313569672605)	(17, 0.0002733238997541647)	(22, 0.0003201794254263072)	(27, 0.003740632799492711)	(32, 0.005817894437624363)	(37, 0.005864749963296506)	(42, 0.005974079523198171)	(47, 0.006052172065985075)	(52, 0.006114646100214599)	(57, 0.006145883117329359)	(62, 0.006591010611214714)	(67, 0.006981473325149234)	(72, 0.007059565867936139)	(77, 0.00745002858187066)	(82, 0.007817063532969109)	(87, 0.008270000281133155)	(92, 0.009011879437608745)	(97, 0.011135996601412538)	(102, 0.012276147726101338)	(107, 0.016087063814102263)	(112, 0.02713715861844921)	(117, 0.044106668166043486)	(122, 0.0634892372857531)	(127, 0.12017661409476685)	(132, 1.3833859677071718)	(137, 2.2921801251354905)	(140, 2.756081066306816)
