Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
ERR4223626_2 - illumina_universal_adapter	(1, 0.00020970779316100945)	(2, 0.00020970779316100945)	(3, 0.00020970779316100945)	(4, 0.00020970779316100945)	(5, 0.00020970779316100945)	(6, 0.00020970779316100945)	(7, 0.00020970779316100945)	(8, 0.00020970779316100945)	(9, 0.00020970779316100945)	(12, 0.00020970779316100942)	(17, 0.00020970779316100942)	(22, 0.00020970779316100942)	(27, 0.0012163052003338547)	(32, 0.0016776623452880754)	(37, 0.0016776623452880754)	(42, 0.0016776623452880754)	(47, 0.0016776623452880754)	(52, 0.0034392078078405554)	(57, 0.0048232792427032175)	(62, 0.004949103918599823)	(67, 0.005032987035864227)	(72, 0.005494344180818447)	(77, 0.006249292236198083)	(82, 0.007381714319267532)	(87, 0.008723844195497992)	(92, 0.008975493547291203)	(97, 0.009478792250877627)	(102, 0.011575870182487721)	(107, 0.014092363700419835)	(112, 0.015476435135282495)	(117, 0.016944389687409564)	(122, 0.018831759825858652)	(127, 0.020551363729778928)	(132, 0.022019318281905988)	(137, 0.02457775335847031)	(142, 0.026926480641873612)	(147, 0.02856220142852949)	(152, 0.03078510403603619)	(157, 0.03304994820217509)	(162, 0.03594391574779702)	(167, 0.0400541884937528)	(172, 0.043661162536122164)	(177, 0.04756172748891695)	(182, 0.05330772102152861)	(187, 0.05666304571210475)	(192, 0.06110885092711815)	(197, 0.06756785095647724)	(202, 0.07247501331644486)	(207, 0.07830488996632093)	(212, 0.08346370167808176)	(217, 0.08606407831327828)	(222, 0.09583646147458132)	(227, 0.10456030567007932)	(232, 0.10959329270594353)	(237, 0.11466822130043997)	(240, 0.11596840961803823)
ERR4223627_1 - illumina_universal_adapter	(1, 0.0002148633898567291)	(2, 0.0002148633898567291)	(3, 0.0002148633898567291)	(4, 0.0002148633898567291)	(5, 0.0002148633898567291)	(6, 0.0002148633898567291)	(7, 0.0002148633898567291)	(8, 0.0002148633898567291)	(9, 0.0002148633898567291)	(12, 0.0002148633898567291)	(17, 0.0002148633898567291)	(22, 0.0002148633898567291)	(27, 0.0006016174915988414)	(32, 0.0008594535594269164)	(37, 0.0008594535594269164)	(42, 0.0010743169492836455)	(47, 0.0011172896272549913)	(52, 0.003137005491908244)	(57, 0.00472699457684804)	(62, 0.004812939932790731)	(67, 0.004941857966704769)	(72, 0.005371584746418227)	(77, 0.005543475458303611)	(82, 0.007348327933100135)	(87, 0.008981289696011276)	(92, 0.009325071119782041)	(97, 0.010098579323266268)	(102, 0.01130181430646395)	(107, 0.012891803391403745)	(112, 0.013192612137203167)	(117, 0.015212328001856418)	(122, 0.01736096190042371)	(127, 0.0200682406126185)	(132, 0.02221687451118579)	(137, 0.024795235189466535)	(142, 0.02711575979991921)	(147, 0.028963584952687083)	(152, 0.029866011190085345)	(157, 0.03205761776662398)	(162, 0.03523759593650357)	(167, 0.03837460142841182)	(172, 0.04176944298814814)	(177, 0.045164284547884445)	(182, 0.048559126107620774)	(187, 0.050750732684159416)	(192, 0.05629420814246302)	(197, 0.061193093431196444)	(202, 0.06579116997413044)	(207, 0.07206518095794694)	(212, 0.07872594604350554)	(217, 0.08426942150180915)	(222, 0.09346557458767715)	(227, 0.10154443804629017)	(232, 0.10683007743676572)	(237, 0.11160004469158509)	(240, 0.11409246001392315)
ERR4223627_2 - illumina_universal_adapter	(1, 0.0002148633898567291)	(2, 0.0002148633898567291)	(3, 0.0002148633898567291)	(4, 0.0002148633898567291)	(5, 0.0002148633898567291)	(6, 0.0002148633898567291)	(7, 0.0002148633898567291)	(8, 0.0002148633898567291)	(9, 0.0002148633898567291)	(12, 0.0002148633898567291)	(17, 0.0002148633898567291)	(22, 0.0002148633898567291)	(27, 0.0006016174915988414)	(32, 0.0009883715933409539)	(37, 0.0010743169492836455)	(42, 0.0012891803391403747)	(47, 0.0012891803391403747)	(52, 0.0022345792545099825)	(57, 0.003222950847850936)	(62, 0.0033518688817649736)	(67, 0.003652677627564395)	(72, 0.0040824044072778525)	(77, 0.004254295119163236)	(82, 0.005930229560045723)	(87, 0.007477245967014173)	(92, 0.007821027390784939)	(97, 0.008594535594269164)	(102, 0.009840743255438192)	(107, 0.01160262305226337)	(112, 0.011903431798062792)	(117, 0.013880174984744701)	(122, 0.016114754239254687)	(127, 0.01860716956159274)	(132, 0.02105661220595945)	(137, 0.023506054850326162)	(142, 0.02565468874889345)	(147, 0.02767440461354671)	(152, 0.028834666918773046)	(157, 0.030768437427483607)	(162, 0.03351868881764974)	(167, 0.03691353037738606)	(172, 0.040308371937122375)	(177, 0.04318754136120255)	(182, 0.046109683463254066)	(187, 0.048215344683850005)	(192, 0.05307125729461208)	(197, 0.05784122454943147)	(202, 0.06248227377033681)	(207, 0.0678108858387837)	(212, 0.0738270607547721)	(217, 0.07941350889104708)	(222, 0.08860966197691508)	(227, 0.09677447079147078)	(232, 0.10163038340223288)	(237, 0.10618548726719552)	(240, 0.10850601187764819)
ERR9875453_1 - illumina_universal_adapter	(1, 0.0005601595334351223)	(2, 0.0006401823239258541)	(3, 0.0007202051144165858)	(4, 0.0008002279049073176)	(5, 0.0008802506953980493)	(6, 0.0009602734858887811)	(7, 0.0010402962763795128)	(8, 0.0011203190668702446)	(9, 0.0013603874383424398)	(12, 0.0015684466936183423)	(17, 0.00219262445944605)	(22, 0.0026567566442922946)	(27, 0.012867664710909669)	(32, 0.019797638367407038)	(37, 0.020117729529369962)	(42, 0.020389807017038453)	(47, 0.020485834365627332)	(52, 0.020565857156118063)	(57, 0.02066188450470694)	(62, 0.021142021247651334)	(67, 0.021702180781086454)	(72, 0.02234236310501231)	(77, 0.022966540870840012)	(82, 0.023846791566238063)	(87, 0.024983115191206457)	(92, 0.026119438816174845)	(97, 0.027415808022124705)	(102, 0.029928523643533676)	(107, 0.033625576564205485)	(112, 0.03786678446021427)	(117, 0.043036256725915545)	(122, 0.050222303311983255)	(127, 0.06443435090313722)	(132, 7.552582975631461)	(137, 12.246383770097726)	(140, 12.478513880753239)																				
ERR9875453_2 - illumina_universal_adapter	(1, 0.0008002279049073176)	(2, 0.0008802506953980493)	(3, 0.0009602734858887811)	(4, 0.0009602734858887811)	(5, 0.0010402962763795128)	(6, 0.0011203190668702446)	(7, 0.0012003418573609764)	(8, 0.0012003418573609764)	(9, 0.0012803646478517082)	(12, 0.0015524421355201962)	(17, 0.0021126016689553186)	(22, 0.002672761202390441)	(27, 0.013923965545387326)	(32, 0.021558139758203136)	(37, 0.021910240036362355)	(42, 0.02229434943071787)	(47, 0.022486404127895623)	(52, 0.022662454266975236)	(57, 0.022822499847956697)	(62, 0.023318641148999238)	(67, 0.023926814356728797)	(72, 0.024647019471145382)	(77, 0.025399233701758263)	(82, 0.026375511745745185)	(87, 0.027543844486909875)	(92, 0.028840213692859728)	(97, 0.030344642154085482)	(102, 0.032857357775494464)	(107, 0.036634433486657)	(112, 0.04089164594076393)	(117, 0.04598109541597447)	(122, 0.053087119211551445)	(127, 0.06761925796466835)	(132, 7.70686691569759)	(137, 12.490053167142003)	(140, 12.7257843033696)																				
ERR9875457_1 - illumina_universal_adapter	(1, 0.00035050577984030955)	(2, 0.00043813222480038695)	(3, 0.00043813222480038695)	(4, 0.00043813222480038695)	(5, 0.0005257586697604643)	(6, 0.0005257586697604643)	(7, 0.0005257586697604643)	(8, 0.0005257586697604643)	(9, 0.0006133851147205417)	(12, 0.0011566690734730214)	(17, 0.0013143966744011608)	(22, 0.0014195484083532538)	(27, 0.009270877876776187)	(32, 0.014388262262444707)	(37, 0.014510939285388815)	(42, 0.01458104044135688)	(47, 0.014931546221197186)	(52, 0.01542225431297362)	(57, 0.01587791182676602)	(62, 0.01636861991854246)	(67, 0.016911903877294937)	(72, 0.01750776370302346)	(77, 0.01836650286363222)	(82, 0.01964584896004935)	(87, 0.02073241687755431)	(92, 0.022292167597843686)	(97, 0.02418489880898136)	(102, 0.026655964556855545)	(107, 0.0289868279927936)	(112, 0.03212385472236438)	(117, 0.035891791855647705)	(122, 0.04046589228256374)	(127, 0.05317172680177497)	(132, 3.345595193864747)	(137, 5.393320060847803)	(140, 5.667590833572846)																				
ERR9875457_2 - illumina_universal_adapter	(1, 0.0014020231193612382)	(2, 0.0014896495643213156)	(3, 0.0014896495643213156)	(4, 0.0014896495643213156)	(5, 0.0014896495643213156)	(6, 0.0014896495643213156)	(7, 0.0014896495643213156)	(8, 0.0014896495643213156)	(9, 0.001577276009281393)	(12, 0.0020679841010578263)	(17, 0.002278287568962012)	(22, 0.0025061163258582137)	(27, 0.01174194362465037)	(32, 0.01798094650580788)	(37, 0.019733475405009433)	(42, 0.02097777092344253)	(47, 0.02209938941893152)	(52, 0.02248494577675586)	(57, 0.02288802742357221)	(62, 0.023396260804340662)	(67, 0.02418489880898136)	(72, 0.025043637969590117)	(77, 0.026007528864150968)	(82, 0.027567279584440347)	(87, 0.02872394865791337)	(92, 0.030441426979130888)	(97, 0.03257951223615678)	(102, 0.03491037567209483)	(107, 0.03718866324105684)	(112, 0.04036074054861165)	(117, 0.044163728259879007)	(122, 0.049035758599659314)	(127, 0.06209209889871083)	(132, 3.4135232139977987)	(137, 5.494300776019797)	(140, 5.772742567524938)																				
ERR9875459_1 - illumina_universal_adapter	(1, 0.000977954461550498)	(2, 0.000977954461550498)	(3, 0.001059450666679706)	(4, 0.001059450666679706)	(5, 0.001059450666679706)	(6, 0.001059450666679706)	(7, 0.001059450666679706)	(8, 0.001059450666679706)	(9, 0.001059450666679706)	(12, 0.0013039392820673305)	(17, 0.0013202385230931721)	(22, 0.001466931692325747)	(27, 0.010513010461667853)	(32, 0.016657824328410144)	(37, 0.01683711597969441)	(42, 0.01708160459508203)	(47, 0.01727719548739213)	(52, 0.017326093210469653)	(57, 0.01779877120021906)	(62, 0.01807585829765837)	(67, 0.01877672566176956)	(72, 0.019444994543829065)	(77, 0.02027625583614699)	(82, 0.020814130789999764)	(87, 0.02197137690283452)	(92, 0.023422009354134427)	(97, 0.02449775926183997)	(102, 0.026062486400320772)	(107, 0.02868666420548127)	(112, 0.031473834420900196)	(117, 0.034831478072223566)	(122, 0.040617708636397354)	(127, 0.052434658380132525)	(132, 1.2644299218206903)	(137, 2.114272348908073)	(140, 2.1780675782832173)																				
ERR9875459_2 - illumina_universal_adapter	(1, 0.0016299241025841632)	(2, 0.0016299241025841632)	(3, 0.0017114203077133712)	(4, 0.0017114203077133712)	(5, 0.0017114203077133712)	(6, 0.0017114203077133712)	(7, 0.0017114203077133712)	(8, 0.0017114203077133712)	(9, 0.0017114203077133712)	(12, 0.001955908923100996)	(17, 0.0019722081641268376)	(22, 0.002118901333359412)	(27, 0.011425767959114982)	(32, 0.017717274995089856)	(37, 0.017896566646374113)	(42, 0.018141055261761737)	(47, 0.01853223704638194)	(52, 0.018630032492536985)	(57, 0.019102710482286393)	(62, 0.0193797975797257)	(67, 0.020031767220759365)	(72, 0.020748933825896397)	(77, 0.021645392082317687)	(82, 0.0221995662771963)	(87, 0.02353610404131532)	(92, 0.025133429661847794)	(97, 0.026274376533656708)	(102, 0.027790205949059982)	(107, 0.030332887549091275)	(112, 0.03316895548758772)	(117, 0.03686888320045377)	(122, 0.04316039023642865)	(127, 0.05528702555965481)	(132, 1.2784309698618883)	(137, 2.1349071880467885)	(140, 2.199990057462974)																				
ERR9875461_1 - illumina_universal_adapter	(1, 0.0004664218988190975)	(2, 0.0004664218988190975)	(3, 0.0004664218988190975)	(4, 0.0004664218988190975)	(5, 0.0004664218988190975)	(6, 0.0004664218988190975)	(7, 0.0004664218988190975)	(8, 0.0004664218988190975)	(9, 0.0004664218988190975)	(12, 0.000746275038110556)	(17, 0.0010416755740293177)	(22, 0.0013992656964572925)	(27, 0.00803800405631578)	(32, 0.012515654284979116)	(37, 0.012577843871488328)	(42, 0.012702223044506755)	(47, 0.013044265770307425)	(52, 0.013184192339953155)	(57, 0.013432950685990009)	(62, 0.013774993411790679)	(67, 0.014474626260019326)	(72, 0.015718417990203588)	(77, 0.016806735754114815)	(82, 0.017879506121398738)	(87, 0.018858992108918844)	(92, 0.020211615615494227)	(97, 0.021906281847870274)	(102, 0.023461021510600606)	(107, 0.026010794557478335)	(112, 0.0296799801615219)	(117, 0.03345799754195659)	(122, 0.039972356728796656)	(127, 0.05255020060028498)	(132, 5.398133845982825)	(137, 8.912171979082533)	(140, 8.9421629071766)																				
ERR9875461_2 - illumina_universal_adapter	(1, 0.0010883177639112276)	(2, 0.0010883177639112276)	(3, 0.0010883177639112276)	(4, 0.0010883177639112276)	(5, 0.0010883177639112276)	(6, 0.0010883177639112276)	(7, 0.0010883177639112276)	(8, 0.0010883177639112276)	(9, 0.0010883177639112276)	(12, 0.0015236448694757186)	(17, 0.0018190454053944802)	(22, 0.0020211615615494225)	(27, 0.0090796796303451)	(32, 0.013914919981436407)	(37, 0.013992656964572924)	(42, 0.014179225724100564)	(47, 0.014521268449901236)	(52, 0.014661195019546967)	(57, 0.0148322163824473)	(62, 0.01525199609138449)	(67, 0.015951628939613133)	(72, 0.017195420669797394)	(77, 0.01828373843370862)	(82, 0.019745193716675127)	(87, 0.02091124846372287)	(92, 0.022543725109589713)	(97, 0.02425393873859307)	(102, 0.025995247160851033)	(107, 0.028498378017846854)	(112, 0.032105374035381204)	(117, 0.03625652893487118)	(122, 0.04325285741715764)	(127, 0.05570632211562754)	(132, 5.5087069307962055)	(137, 9.089661058979827)	(140, 9.11955870269413)																				
ERR9875463_1 - illumina_universal_adapter	(1, 0.0006875748351539332)	(2, 0.0006875748351539332)	(3, 0.0006875748351539332)	(4, 0.0006875748351539332)	(5, 0.0006875748351539332)	(6, 0.0006875748351539332)	(7, 0.0006875748351539332)	(8, 0.0006875748351539332)	(9, 0.0007857998116044952)	(12, 0.0008250898021847199)	(17, 0.000884024788055057)	(22, 0.0009626047692155064)	(27, 0.003398584185189442)	(32, 0.004930893817818208)	(37, 0.0050880537801391065)	(42, 0.005323793723620454)	(47, 0.005893498587033713)	(52, 0.006404268464576636)	(57, 0.0065417834316074215)	(62, 0.007111488295020681)	(67, 0.007995513083075738)	(72, 0.008663442922939558)	(77, 0.01005823758853754)	(82, 0.012003092122258665)	(87, 0.013633626731337991)	(92, 0.015382031312157993)	(97, 0.01709114590239777)	(102, 0.018741325506767208)	(107, 0.02088262999338946)	(112, 0.024477664131480024)	(117, 0.028406663189502503)	(122, 0.038602415745070826)	(127, 0.0528450373304023)	(132, 4.1235238013851685)	(137, 7.1416040728004235)	(140, 7.347522913431382)																				
ERR9875463_2 - illumina_universal_adapter	(1, 0.001866274552560676)	(2, 0.001866274552560676)	(3, 0.001866274552560676)	(4, 0.001866274552560676)	(5, 0.001866274552560676)	(6, 0.001866274552560676)	(7, 0.001866274552560676)	(8, 0.001866274552560676)	(9, 0.001964499529011238)	(12, 0.002043079510171687)	(17, 0.0021609494819123617)	(22, 0.002239529463072811)	(27, 0.004518348916725847)	(32, 0.005952433572904051)	(37, 0.006266753497545849)	(42, 0.006502493441027197)	(47, 0.007170423280891018)	(52, 0.007720483149014165)	(57, 0.007916933101915288)	(62, 0.008486637965328548)	(67, 0.009409952743963829)	(72, 0.010313622527309)	(77, 0.01172806218819709)	(82, 0.013751496703078663)	(87, 0.015499901283898668)	(92, 0.017209015874138443)	(97, 0.019036000436118895)	(102, 0.020804050012229007)	(107, 0.022925709503561147)	(112, 0.026677903603972614)	(117, 0.03105873755366767)	(122, 0.04149023005271734)	(127, 0.05596859158153017)	(132, 4.228958491107202)	(137, 7.317230330694028)	(140, 7.526783495453657)																				
ERR9875466_1 - illumina_universal_adapter	(1, 0.0009288845953778702)	(2, 0.0009288845953778702)	(3, 0.0009288845953778702)	(4, 0.0009288845953778702)	(5, 0.0009288845953778702)	(6, 0.0009288845953778702)	(7, 0.0010133286495031312)	(8, 0.0010133286495031312)	(9, 0.0010977727036283922)	(12, 0.0013511048660041747)	(17, 0.0014693265417795402)	(22, 0.0017733251366304798)	(27, 0.007701297736223797)	(32, 0.011923500442486844)	(37, 0.012075499739912314)	(42, 0.012362609523938202)	(47, 0.012582164064663878)	(52, 0.012734163362089348)	(57, 0.012852385037864714)	(62, 0.013815047254892687)	(67, 0.014710154228620454)	(72, 0.01552081714822296)	(77, 0.016551034608551143)	(82, 0.017733251366304797)	(87, 0.019118133853959073)	(92, 0.019996352016861788)	(97, 0.021685233099367006)	(102, 0.023509224668472644)	(107, 0.025637214832429218)	(112, 0.027832760239686005)	(117, 0.030467414728394142)	(122, 0.03425050835320583)	(127, 0.039367818033196646)	(132, 1.120403710133962)	(137, 1.8297506535969787)	(140, 1.8493247853432144)																				
ERR9875466_2 - illumina_universal_adapter	(1, 0.0018577691907557404)	(2, 0.0018577691907557404)	(3, 0.0018577691907557404)	(4, 0.0018577691907557404)	(5, 0.0018577691907557404)	(6, 0.0018577691907557404)	(7, 0.0020266572990062623)	(8, 0.0020266572990062623)	(9, 0.0021111013531315234)	(12, 0.002533321623757828)	(17, 0.0026515432995331935)	(22, 0.0028710978402588716)	(27, 0.009694177413579955)	(32, 0.014473710877069723)	(37, 0.014743931850270559)	(42, 0.015081708066771601)	(47, 0.015284373796672229)	(52, 0.0154363730940977)	(57, 0.015554594769873064)	(62, 0.016500368176075985)	(67, 0.01731103109567849)	(72, 0.01805413877198079)	(77, 0.019101245043134023)	(82, 0.02085768136893945)	(87, 0.022310119099893937)	(92, 0.023205226073621705)	(97, 0.025046106453552392)	(102, 0.026819431590182873)	(107, 0.029166976294865123)	(112, 0.03144696575624717)	(117, 0.034216730731555726)	(122, 0.03827004532956826)	(127, 0.04342113263120917)	(132, 1.1413965019895018)	(137, 1.8609949536233255)	(140, 1.8798090888824337)																				
ERR9875467_1 - illumina_universal_adapter	(1, 0.00023023190492343253)	(2, 0.00023023190492343253)	(3, 0.00023023190492343253)	(4, 0.00023023190492343253)	(5, 0.00023023190492343253)	(6, 0.00023023190492343253)	(7, 0.00023023190492343253)	(8, 0.00023023190492343253)	(9, 0.00023023190492343253)	(12, 0.0006139517464624868)	(17, 0.0007520908894165462)	(22, 0.0008441836513859195)	(27, 0.005525565718162382)	(32, 0.008748812387090438)	(37, 0.00891764911736762)	(42, 0.009071137053983243)	(47, 0.00940881051453761)	(52, 0.009562298451153231)	(57, 0.009992064673676974)	(62, 0.010652062801124147)	(67, 0.011204619372940384)	(72, 0.01246322045318848)	(77, 0.013859960676390637)	(82, 0.015517630391839354)	(87, 0.016592045948148705)	(92, 0.018372506012889915)	(97, 0.020567383506493307)	(102, 0.023422259127543872)	(107, 0.027474340654196284)	(112, 0.0325394425625118)	(117, 0.0372054758356267)	(122, 0.044404060062899355)	(127, 0.0558696089280863)	(132, 2.3585877267976123)	(137, 4.295421301362819)	(140, 4.50510117157342)																				
ERR9875467_2 - illumina_universal_adapter	(1, 0.0005372077781546759)	(2, 0.0005372077781546759)	(3, 0.0005372077781546759)	(4, 0.0005372077781546759)	(5, 0.0005372077781546759)	(6, 0.0005372077781546759)	(7, 0.0005372077781546759)	(8, 0.0005372077781546759)	(9, 0.0005372077781546759)	(12, 0.000997671588001541)	(17, 0.0011358107309556004)	(22, 0.0011511595246171628)	(27, 0.0060627734963170565)	(32, 0.009454856895522296)	(37, 0.009700437594107292)	(42, 0.009915320705369162)	(47, 0.010299040546908216)	(52, 0.01048322607084696)	(57, 0.010836248325062891)	(62, 0.011419502484202254)	(67, 0.012110198198972553)	(72, 0.013706472739775016)	(77, 0.015087864169315613)	(82, 0.016714836297441204)	(87, 0.01777390306008899)	(92, 0.01969250226778426)	(97, 0.02185668217406453)	(102, 0.024726906588776652)	(107, 0.028686895353459696)	(112, 0.03410501951599114)	(117, 0.03870965761445979)	(122, 0.04590824184173244)	(127, 0.05729704673861158)	(132, 2.3931839077107737)	(137, 4.360929952710366)	(140, 4.575859110353222)																				
ERR9875470_1 - illumina_universal_adapter	(1, 0.00123928242007071)	(2, 0.00123928242007071)	(3, 0.00123928242007071)	(4, 0.00123928242007071)	(5, 0.00123928242007071)	(6, 0.00123928242007071)	(7, 0.00123928242007071)	(8, 0.00123928242007071)	(9, 0.0013278025929329034)	(12, 0.0015225469732297293)	(17, 0.0015933631115194844)	(22, 0.0016641792498092393)	(27, 0.0062495242040708655)	(32, 0.009294618150530324)	(37, 0.009365434288820081)	(42, 0.009400842357964958)	(47, 0.009737219014841291)	(52, 0.009737219014841291)	(57, 0.009949667429710558)	(62, 0.010356860224876648)	(67, 0.01072864495089786)	(72, 0.011914815267251255)	(77, 0.01280001699587319)	(82, 0.013933075208509265)	(87, 0.01542021411259412)	(92, 0.017810258779873345)	(97, 0.0206252002768911)	(102, 0.0220415230426862)	(107, 0.02407748701851665)	(112, 0.027157989034120988)	(117, 0.030185378946008007)	(122, 0.03553199738688449)	(127, 0.0437643734630685)	(132, 3.123965420479673)	(137, 5.147164787383398)	(140, 5.260134231990128)																				
ERR9875470_2 - illumina_universal_adapter	(1, 0.003806367433074323)	(2, 0.0038948876059365168)	(3, 0.0038948876059365168)	(4, 0.0038948876059365168)	(5, 0.0038948876059365168)	(6, 0.0038948876059365168)	(7, 0.0038948876059365168)	(8, 0.0038948876059365168)	(9, 0.003983407778798711)	(12, 0.004178152159095536)	(17, 0.004248968297385291)	(22, 0.004319784435675046)	(27, 0.008958241493653988)	(32, 0.012038743509258324)	(37, 0.01210955964754808)	(42, 0.012180375785837836)	(47, 0.013171801721894402)	(52, 0.013401954171336106)	(57, 0.013667514689922685)	(62, 0.013897667139364389)	(67, 0.01432256396910292)	(72, 0.015668070596608262)	(77, 0.016624088463519954)	(82, 0.018040411229315045)	(87, 0.0195275501333999)	(92, 0.02175825848952718)	(97, 0.02460860805568981)	(102, 0.026060338890629788)	(107, 0.0280785988318878)	(112, 0.03131843715864409)	(117, 0.034469755312538174)	(122, 0.0399225979608493)	(127, 0.04822579017532306)	(132, 3.1872219360069964)	(137, 5.247599775512842)	(140, 5.36148982991734)																				
ERR9875473_1 - illumina_universal_adapter	(1, 0.0010164590125608922)	(2, 0.0010164590125608922)	(3, 0.0010164590125608922)	(4, 0.0010164590125608922)	(5, 0.0010164590125608922)	(6, 0.0011011639302743)	(7, 0.0011858688479877077)	(8, 0.001355278683414523)	(9, 0.001355278683414523)	(12, 0.0018126852390669245)	(17, 0.0018804491732376505)	(22, 0.0021684458934632367)	(27, 0.005471937684286136)	(32, 0.00772508849546278)	(37, 0.007877557347346915)	(42, 0.008250258985285908)	(47, 0.008538255705511495)	(52, 0.009029544228249258)	(57, 0.00924977701430412)	(62, 0.00969024258641384)	(67, 0.010333999961035737)	(72, 0.010706701598974732)	(77, 0.01136739995713931)	(82, 0.012248331101358752)	(87, 0.01319702617974892)	(92, 0.015026652402358523)	(97, 0.016991806493309582)	(102, 0.019007783534888686)	(107, 0.02217574745737013)	(112, 0.026072173672186887)	(117, 0.030324360541399954)	(122, 0.03589794412694217)	(127, 0.045367953927301155)	(132, 2.4858013381682897)	(137, 4.454241979926628)	(140, 4.585585425333038)																				
ERR9875473_2 - illumina_universal_adapter	(1, 0.0022023278605486)	(2, 0.0022023278605486)	(3, 0.0022023278605486)	(4, 0.0022023278605486)	(5, 0.0022023278605486)	(6, 0.0023717376959754154)	(7, 0.002456442613688823)	(8, 0.0026258524491156385)	(9, 0.0026258524491156385)	(12, 0.0032187868731094913)	(17, 0.003320432774365581)	(22, 0.0036084294945911673)	(27, 0.007030508170212837)	(32, 0.009554714718072389)	(37, 0.009741065537041883)	(42, 0.010317058977493056)	(47, 0.011536809792566128)	(52, 0.01224833110135875)	(57, 0.012485504870956293)	(62, 0.012993734377236738)	(67, 0.013789960603742773)	(72, 0.014620068797334167)	(77, 0.015467117974468241)	(82, 0.017804973703358297)	(87, 0.01895696058426064)	(92, 0.020786586806870247)	(97, 0.022667035980107896)	(102, 0.02466607203814432)	(107, 0.02805426874668062)	(112, 0.03242504250069246)	(117, 0.03676193428761894)	(122, 0.04213222607064899)	(127, 0.051483648986209184)	(132, 2.524375957694976)	(137, 4.521108041969592)	(140, 4.6538575890100455)																				
ERR9875474_1 - illumina_universal_adapter	(1, 0.0024873575270308794)	(2, 0.0024873575270308794)	(3, 0.0024873575270308794)	(4, 0.0024873575270308794)	(5, 0.0024873575270308794)	(6, 0.0024873575270308794)	(7, 0.0024873575270308794)	(8, 0.0024873575270308794)	(9, 0.002583025124224375)	(12, 0.0030422295907531526)	(17, 0.0037501698099850185)	(22, 0.004400709470900786)	(27, 0.005835723428803218)	(32, 0.006926334036809065)	(37, 0.0072133368283895495)	(42, 0.007710808333795727)	(47, 0.008208279839201903)	(52, 0.008992754136188564)	(57, 0.009643293797104333)	(62, 0.010427768094090994)	(67, 0.010829572002303675)	(72, 0.011767114454799932)	(77, 0.012685523387857486)	(82, 0.013757000476424636)	(87, 0.014847611084430482)	(92, 0.0164930937561586)	(97, 0.018272511063957615)	(102, 0.023075024443071086)	(107, 0.027303532239023577)	(112, 0.031589440593292176)	(117, 0.035856215428122055)	(122, 0.05430092816702796)	(127, 0.10102498263633111)	(132, 6.666998314336938)	(137, 11.030799226240473)	(140, 11.23233258648829)																				
ERR9875474_2 - illumina_universal_adapter	(1, 0.005740055831609722)	(2, 0.005740055831609722)	(3, 0.005740055831609722)	(4, 0.005740055831609722)	(5, 0.005740055831609722)	(6, 0.005740055831609722)	(7, 0.005740055831609722)	(8, 0.005931391025996713)	(9, 0.006027058623190208)	(12, 0.006620197725789879)	(17, 0.007500339619970037)	(22, 0.0082465468780793)	(27, 0.010312966977458801)	(32, 0.011824515013116026)	(37, 0.012283719479644805)	(42, 0.01339346360708935)	(47, 0.015364216109275358)	(52, 0.016110423367384625)	(57, 0.016646161911668192)	(62, 0.01760283788360315)	(67, 0.01838731218058981)	(72, 0.01963099094410525)	(77, 0.0207216015521111)	(82, 0.02372556410398685)	(87, 0.025294512697960174)	(92, 0.026978262408565695)	(97, 0.0289681484301904)	(102, 0.03371326125098777)	(107, 0.03824790535795945)	(112, 0.04259121427054414)	(117, 0.047049324299761025)	(122, 0.06581930686912482)	(127, 0.11372963954362729)	(132, 6.831871851340208)	(137, 11.288470332521435)	(140, 11.491974445271438)																				
ERR9875475_1 - illumina_universal_adapter	(1, 0.0006405277949030001)	(2, 0.0006405277949030001)	(3, 0.0006405277949030001)	(4, 0.0006405277949030001)	(5, 0.0006405277949030001)	(6, 0.0007205937692658751)	(7, 0.0007205937692658751)	(8, 0.0007205937692658751)	(9, 0.0008006597436287501)	(12, 0.0012330160051882751)	(17, 0.0012810555898060002)	(22, 0.0013451083692963)	(27, 0.0037951271848002755)	(32, 0.0053644202823126255)	(37, 0.0053644202823126255)	(42, 0.005492525841293226)	(47, 0.005700697374636701)	(52, 0.005908868907980177)	(57, 0.006197106415686525)	(62, 0.006645475872118625)	(67, 0.007077832133678149)	(72, 0.007846465487561752)	(77, 0.008342874528611575)	(82, 0.008839283569661401)	(87, 0.0098000752620159)	(92, 0.011289302385165376)	(97, 0.01226610727239245)	(102, 0.014171677462228877)	(107, 0.017886738672666276)	(112, 0.021185456816416728)	(117, 0.025172742339687904)	(122, 0.035293081499155304)	(127, 0.0571991320848379)	(132, 1.6623457729168833)	(137, 4.209180364620447)	(140, 4.6311760890974165)																				
